1,6,5,887431973
1,10,3,875693118
1,12,5,878542960
1,14,5,874965706
1,17,3,875073198
1,20,4,887431883
1,23,4,875072895
1,24,3,875071713
1,27,2,876892946
1,31,3,875072144
1,33,4,878542699
1,36,2,875073180
1,39,4,875072173
1,44,5,878543541
1,47,4,875072125
1,49,3,878542478
1,51,4,878543275
1,53,3,876893206
1,54,3,878543308
1,56,4,875072716
1,60,5,875072370
1,61,4,878542420
1,62,3,878542282
1,64,5,875072404
1,65,4,875072125
1,67,3,876893054
1,69,3,875072262
1,70,3,875072895
1,72,4,878542678
1,73,3,876892774
1,74,1,889751736
1,76,4,878543176
1,78,1,878543176
1,80,4,876893008
1,81,5,875072865
1,82,5,878542589
1,84,4,875072923
1,85,3,875073180
1,86,5,878543541
1,90,4,878542300
1,91,5,876892636
1,92,3,876892425
1,96,5,875072716
1,97,3,875073128
1,98,4,875072404
1,100,5,878543541
1,102,2,889751736
1,103,1,878542845
1,104,1,875241619
1,107,4,875241619
1,108,5,875240920
1,112,1,878542441
1,113,5,878542738
1,114,5,875072173
1,117,3,874965739
1,118,3,875071927
1,120,1,875241637
1,121,4,875071823
1,125,3,878542960
1,128,4,875072573
1,129,5,887431908
1,130,3,875072002
1,132,4,878542889
1,134,4,875073067
1,140,1,878543133
1,143,1,875072631
1,145,2,875073067
1,148,2,875240799
1,150,5,876892196
1,151,4,875072865
1,154,5,878543541
1,155,2,878542201
1,157,4,876892918
1,159,3,875073180
1,160,4,875072547
1,161,4,875072303
1,163,4,875072442
1,164,3,876893171
1,170,5,876892856
1,171,5,889751711
1,174,5,875073198
1,175,5,875072547
1,177,5,876892701
1,180,3,875072573
1,183,5,875072262
1,184,4,875072956
1,185,4,875072631
1,186,4,875073128
1,188,3,875073128
1,189,3,888732928
1,190,5,875072125
1,193,4,876892654
1,196,5,874965677
1,200,3,876893098
1,201,3,878542960
1,202,5,875072442
1,206,4,876893205
1,208,5,878542960
1,209,4,888732908
1,210,4,878542909
1,212,4,875072895
1,213,2,876892896
1,214,4,875072520
1,215,3,876893145
1,218,3,876892856
1,219,1,878542327
1,221,5,887431921
1,222,4,878873388
1,224,5,875071484
1,225,2,878542738
1,226,3,878543176
1,227,4,876892946
1,228,5,878543541
1,229,4,878542075
1,230,4,878542420
1,232,3,878543196
1,233,2,878542552
1,235,5,875071589
1,236,4,875071898
1,241,4,878543133
1,242,5,889751633
1,243,1,875241390
1,248,4,874965954
1,250,4,874965706
1,252,2,875240677
1,253,5,874965970
1,254,1,878541392
1,255,2,885345822
1,258,5,878873389
1,259,1,875692979
1,260,1,875071713
1,262,3,875071421
1,264,2,875071713
1,265,4,878542441
1,266,1,885345728
1,267,4,875692955
1,272,3,887431647
2,13,4,888551922
2,19,3,888550871
2,50,5,888552084
2,251,5,888552084
2,257,4,888551062
2,279,4,888551745
2,280,3,888551441
2,281,3,888980240
2,290,3,888551441
2,292,4,888550774
2,297,4,888550871
2,298,3,888551441
2,299,4,888550774
2,301,4,888550631
2,303,4,888550774
2,307,3,888550066
2,308,3,888979945
2,312,3,888550631
2,313,5,888552084
2,314,1,888980085
2,315,1,888550774
2,316,5,888979693
3,245,1,889237247
3,264,2,889237297
3,272,2,889237055
3,294,2,889237224
3,299,3,889237199
3,300,2,889236939
3,307,3,889237224
3,318,4,889237482
3,323,2,889237269
3,324,2,889237247
3,327,4,889237455
3,328,5,889237455
3,330,2,889237297
3,331,4,889237455
3,332,1,889237224
3,334,3,889237122
3,335,1,889237269
3,337,1,889236983
3,341,1,889237055
3,343,3,889237122
3,345,3,889237004
3,348,4,889237455
3,349,3,889237269
3,350,3,889237076
3,351,3,889237315
3,354,3,889237004
4,50,5,892003526
4,260,4,892004275
4,264,3,892004275
4,288,4,892001445
4,294,5,892004409
4,303,5,892002352
4,354,5,892002353
4,356,3,892003459
4,357,4,892003525
4,361,5,892002353
5,1,4,875635748
5,2,3,875636053
5,17,4,875636198
5,24,4,879198229
5,40,4,879198109
5,42,5,875636360
5,62,4,875637575
5,69,1,875721555
5,79,3,875635895
5,80,2,875636511
5,89,5,875636033
5,90,3,875636297
5,94,3,878844651
5,98,3,875720691
5,100,5,875635349
5,102,3,875721196
5,109,5,875635350
5,110,1,875636493
5,139,3,875721260
5,143,3,875636815
5,144,3,875636141
5,153,5,875636375
5,154,3,875636691
5,167,2,875636281
5,173,4,875636675
5,176,3,875635962
5,185,3,875720692
5,209,5,875636571
5,211,4,875636631
5,214,3,875637485
5,219,3,875720744
5,222,4,875635174
5,225,2,875635723
5,227,4,875636099
5,230,3,875636070
5,231,2,875635947
5,234,2,875720692
5,241,1,875720948
5,243,1,878844164
5,259,1,878844208
5,267,4,875635064
5,363,3,875635225
5,364,1,875636571
5,369,1,875635372
5,370,1,875720814
5,372,3,875636230
5,376,2,879198045
5,377,1,878844615
5,379,3,875720814
5,382,5,875636587
5,384,3,875636389
5,385,4,875636185
5,388,2,879198898
5,389,1,875721315
5,391,4,875636167
5,393,2,875636265
5,394,2,879198031
5,397,2,875635907
5,400,1,878844630
5,402,1,875720947
5,403,3,875636152
5,407,3,875635431
5,410,1,879198183
5,411,1,875635431
5,413,3,875635807
5,417,3,875636830
5,418,3,875721216
5,421,1,875721019
5,422,4,875636767
5,423,4,875636793
5,424,1,875635807
5,426,3,878844510
5,428,5,875636588
5,429,3,875637429
5,433,5,875636655
5,435,4,875636033
5,436,5,875720717
5,439,1,878844423
5,441,1,875720830
5,444,2,875720762
5,445,3,875720744
5,453,1,879198898
5,454,1,875721432
5,457,1,879198898
6,14,5,883599249
6,15,3,883599302
6,19,4,883602965
6,23,4,883601365
6,28,2,883603013
6,32,4,883601311
6,56,4,883601277
6,59,5,883601713
6,69,3,883601277
6,70,3,883601427
6,81,4,883602283
6,86,3,883603013
6,87,4,883602174
6,95,2,883602133
6,98,5,883600680
6,100,5,883599176
6,117,2,883599431
6,124,5,883599228
6,125,3,883599670
6,131,5,883602048
